RowID,type,plateRow,plateCol,time,day,rep,Odvalue
416,J23107,1,6,3.25,2,3,0.130640038
417,J23107,1,6,3.25,3,3,0.139875795
418,J23107,1,6,3.5,1,3,0.243773407
419,J23107,1,6,3.5,2,3,0.156855276
420,J23107,1,6,3.5,3,3,0.168668289
421,J23107,1,6,3.75,1,3,0.286231618
422,J23107,1,6,3.75,2,3,0.195042813
423,J23107,1,6,3.75,3,3,0.203629975
424,J23107,1,6,4,1,3,0.325698629
425,J23107,1,6,4,2,3,0.228399946
426,J23107,1,6,4,3,3,0.232607451
427,J23107,1,6,4.25,1,3,0.378312109
428,J23107,1,6,4.25,2,3,0.270020559
429,J23107,1,6,4.25,3,3,0.258723878
430,J23107,1,6,4.5,1,3,0.434444987
431,J23107,1,6,4.5,2,3,0.300203659
432,J23107,1,6,4.5,3,3,0.282007304
433,J23107,1,6,4.75,1,3,0.494583161
434,J23107,1,6,4.75,2,3,0.349535699
435,J23107,1,6,4.75,3,3,0.326855495
436,J23107,1,6,5,1,3,0.558493338
437,J23107,1,6,5,2,3,0.379469725
438,J23107,1,6,5,3,3,0.351452911
439,J23107,1,6,5.25,1,3,0.618868508
440,J23107,1,6,5.25,2,3,0.436382499
441,J23107,1,6,5.25,3,3,0.438686657
442,J23107,1,6,5.5,1,3,0.674656368
443,J23107,1,6,5.5,2,3,0.493832453
444,J23107,1,6,5.5,3,3,0.476261389
445,J23107,1,6,5.75,1,3,0.708983518
446,J23107,1,6,5.75,2,3,0.546803387
447,J23107,1,6,5.75,3,3,0.490644523
448,J23107,1,6,6,1,3,0.745328703
449,J23107,1,6,6,2,3,0.57709932
450,J23107,1,6,6,3,3,0.507000799
451,J23115,1,7,0,1,1,0.005281899
452,J23115,1,7,0,2,1,0.008113213
453,J23115,1,7,0,3,1,0.008196724
454,J23115,1,7,0.25,1,1,0.011967423
455,J23115,1,7,0.25,2,1,0.012303721
456,J23115,1,7,0.25,3,1,0.014367159
457,J23115,1,7,0.5,1,1,0.018892064
458,J23115,1,7,0.5,2,1,0.01213555
459,J23115,1,7,0.5,3,1,0.016520896
460,J23115,1,7,0.75,1,1,0.027059372
461,J23115,1,7,0.75,2,1,0.014493685
462,J23115,1,7,0.75,3,1,0.019443358
463,J23115,1,7,1,1,1,0.031669841
464,J23115,1,7,1,2,1,0.019740331
465,J23115,1,7,1,3,1,0.025311481
466,J23115,1,7,1.25,1,1,0.041416449
467,J23115,1,7,1.25,2,1,0.023991073
468,J23115,1,7,1.25,3,1,0.031071799
469,J23115,1,7,1.5,1,1,0.047743679
470,J23115,1,7,1.5,2,1,0.028936786
471,J23115,1,7,1.5,3,1,0.031456244
472,J23115,1,7,1.75,1,1,0.05902672
473,J23115,1,7,1.75,2,1,0.030986372
474,J23115,1,7,1.75,3,1,0.038893721
475,J23115,1,7,2,1,1,0.073771257
476,J23115,1,7,2,2,1,0.043810777
477,J23115,1,7,2,3,1,0.050692765
478,J23115,1,7,2.25,1,1,0.090811764
479,J23115,1,7,2.25,2,1,0.051846649
480,J23115,1,7,2.25,3,1,0.056077455
481,J23115,1,7,2.5,1,1,0.112174242
482,J23115,1,7,2.5,2,1,0.06433066
483,J23115,1,7,2.5,3,1,0.072265283
484,J23115,1,7,2.75,1,1,0.132604185
485,J23115,1,7,2.75,2,1,0.079818233
486,J23115,1,7,2.75,3,1,0.08068547
487,J23115,1,7,3,1,1,0.165386636
488,J23115,1,7,3,2,1,0.099821738
489,J23115,1,7,3,3,1,0.105795636
490,J23115,1,7,3.25,1,1,0.207193344
491,J23115,1,7,3.25,2,1,0.134325657
492,J23115,1,7,3.25,3,1,0.133710547
493,J23115,1,7,3.5,1,1,0.25264148
494,J23115,1,7,3.5,2,1,0.150626195
495,J23115,1,7,3.5,3,1,0.171170072
496,J23115,1,7,3.75,1,1,0.295246579
497,J23115,1,7,3.75,2,1,0.187511089
498,J23115,1,7,3.75,3,1,0.192322111
499,J23115,1,7,4,1,1,0.345711736
500,J23115,1,7,4,2,1,0.238503341
501,J23115,1,7,4,3,1,0.230082583
502,J23115,1,7,4.25,1,1,0.400743691
503,J23115,1,7,4.25,2,1,0.281526607
504,J23115,1,7,4.25,3,1,0.257453622
505,J23115,1,7,4.5,1,1,0.457860472
506,J23115,1,7,4.5,2,1,0.319768222
507,J23115,1,7,4.5,3,1,0.298747262
508,J23115,1,7,4.75,1,1,0.515686244
509,J23115,1,7,4.75,2,1,0.370012457
510,J23115,1,7,4.75,3,1,0.345543353
511,J23115,1,7,5,1,1,0.589112334
512,J23115,1,7,5,2,1,0.413309487
513,J23115,1,7,5,3,1,0.392867147
514,J23115,1,7,5.25,1,1,0.640506616
515,J23115,1,7,5.25,2,1,0.479117799
516,J23115,1,7,5.25,3,1,0.479987936
517,J23115,1,7,5.5,1,1,0.704292002
518,J23115,1,7,5.5,2,1,0.531597722
519,J23115,1,7,5.5,3,1,0.510774271
520,J23115,1,7,5.75,1,1,0.743493258
521,J23115,1,7,5.75,2,1,0.585019903
522,J23115,1,7,5.75,3,1,0.532926256
523,J23115,1,7,6,1,1,0.7721422
524,J23115,1,7,6,2,1,0.624785845
525,J23115,1,7,6,3,1,0.543377882
526,J23115,1,8,0,1,2,0.006279348
527,J23115,1,8,0,2,2,0.006112963
528,J23115,1,8,0,3,2,0.010204772
529,J23115,1,8,0.25,1,2,0.015
530,J23115,1,8,0.25,2,2,0.007278826
531,J23115,1,8,0.25,3,2,0.016394047
532,J23115,1,8,0.5,1,2,0.02092904
533,J23115,1,8,0.5,2,2,0.011127442
534,J23115,1,8,0.5,3,2,0.016520896
535,J23115,1,8,0.75,1,2,0.027059372
536,J23115,1,8,0.75,2,2,0.013482088
537,J23115,1,8,0.75,3,2,0.017409361
538,J23115,1,8,1,1,2,0.030644685
539,J23115,1,8,1,2,2,0.016690057
540,J23115,1,8,1,3,2,0.022246532
541,J23115,1,8,1.25,1,2,0.038337874
542,J23115,1,8,1.25,2,2,0.019910067
543,J23115,1,8,1.25,3,2,0.026974072
544,J23115,1,8,1.5,1,2,0.048769501
545,J23115,1,8,1.5,2,2,0.020759147
546,J23115,1,8,1.5,3,2,0.031456244
547,J23115,1,8,1.75,1,2,0.055949243
548,J23115,1,8,1.75,2,2,0.027912554
549,J23115,1,8,1.75,3,2,0.033763619
550,J23115,1,8,2,1,2,0.065529485
551,J23115,1,8,2,2,2,0.029449053
552,J23115,1,8,2,3,2,0.050692765
